,Left,Right,Steering_angle,Speed
7577,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-58.4207_2806.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-58.4353_2806.jpg,0.0000,30.3851
7578,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-58.4780_2807.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-58.4889_2807.jpg,0.0000,30.2343
7579,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-58.5469_2808.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-58.5629_2808.jpg,0.0000,30.0545
7580,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-58.6098_2809.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-58.6228_2809.jpg,4.9727,29.8179
7581,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-58.6768_2810.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-58.6924_2810.jpg,10.0277,29.5308
7582,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-58.7322_2811.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-58.7442_2811.jpg,14.6927,29.1793
7583,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-58.7889_2812.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-58.8029_2812.jpg,10.4392,28.9980
7584,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-58.8439_2813.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-58.8569_2813.jpg,6.2002,28.8463
7585,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-58.8979_2814.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-58.9112_2814.jpg,2.2216,29.9957
7586,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-58.9537_2815.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-58.9677_2815.jpg,0.0000,30.8331
7587,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.0158_2816.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.0318_2816.jpg,0.0000,31.5087
7588,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.0769_2817.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.0909_2817.jpg,0.0000,32.1900
7589,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.1438_2818.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.1568_2818.jpg,0.0000,32.9971
7590,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.2084_2819.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.2221_2819.jpg,0.0000,34.0823
7591,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.2787_2820.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.2924_2820.jpg,0.0000,34.5802
7592,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.3382_2821.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.3504_2821.jpg,4.7747,34.3342
7593,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.3958_2822.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.4088_2822.jpg,9.3508,34.0550
7594,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.4539_2823.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.4699_2823.jpg,4.9815,33.8460
7595,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.5213_2824.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.5373_2824.jpg,0.1694,33.6195
7596,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.5786_2825.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.5916_2825.jpg,0.0000,33.4177
7597,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.6336_2826.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.6456_2826.jpg,0.0000,33.2346
7598,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.6856_2827.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.7026_2827.jpg,0.0000,33.0534
7599,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.7466_2828.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.7616_2828.jpg,0.0000,32.8566
7600,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.8028_2829.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.8148_2829.jpg,0.0000,32.6940
7601,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.8548_2830.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.8688_2830.jpg,0.0000,32.5184
7602,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.9118_2831.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.9238_2831.jpg,0.0000,32.3432
7603,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-24-59.9708_2832.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-24-59.9853_2832.jpg,0.0000,32.1521
7604,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.0466_2833.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.0584_2833.jpg,0.0000,31.9469
7605,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.1035_2834.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.1145_2834.jpg,0.0000,31.7426
7606,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.1568_2835.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.1708_2835.jpg,0.0000,31.5553
7607,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.2147_2836.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.2276_2836.jpg,0.0000,31.3846
7608,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.2759_2837.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.2899_2837.jpg,0.0000,31.2141
7609,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.3349_2838.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.3469_2838.jpg,4.6401,30.9869
7610,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.3943_2839.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.4080_2839.jpg,9.1463,30.7228
7611,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.4518_2840.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.4638_2840.jpg,13.5508,30.4003
7612,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.5098_2841.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.5228_2841.jpg,17.5926,30.0904
7613,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.5718_2842.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.5848_2842.jpg,12.9033,29.8515
7614,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.6298_2843.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.6438_2843.jpg,8.2225,29.6834
7615,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.6878_2844.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.7028_2844.jpg,3.8549,29.5028
7616,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.7398_2845.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.7548_2845.jpg,0.0000,29.3237
7617,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.7972_2846.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.8113_2846.jpg,0.0000,29.1258
7618,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.8539_2847.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.8679_2847.jpg,4.3118,28.9651
7619,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.9169_2848.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.9309_2848.jpg,8.9757,28.7367
7620,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-0.9759_2849.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-0.9892_2849.jpg,4.8630,28.5812
7621,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.0428_2850.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.0538_2850.jpg,0.0000,28.3787
7622,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.0991_2851.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.1120_2851.jpg,0.0000,28.2010
7623,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.1531_2852.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.1681_2852.jpg,0.0000,28.0432
7624,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.2107_2853.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.2265_2853.jpg,0.0000,27.8883
7625,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.2758_2854.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.2908_2854.jpg,0.0000,27.7240
7626,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.3399_2855.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.3519_2855.jpg,0.0000,27.5468
7627,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.3969_2856.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.4109_2856.jpg,0.0000,27.3705
7628,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.4521_2857.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.4689_2857.jpg,4.2429,27.2092
7629,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.5189_2858.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.5335_2858.jpg,8.8032,26.9779
7630,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.5759_2859.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.5893_2859.jpg,4.4229,26.8155
7631,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.6408_2860.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.6538_2860.jpg,0.0000,26.6366
7632,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.6948_2861.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.7108_2861.jpg,0.0000,26.4889
7633,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.7528_2862.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.7688_2862.jpg,0.0000,26.3305
7634,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.8119_2863.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.8258_2863.jpg,0.0000,27.5192
7635,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.8819_2864.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.8948_2864.jpg,0.0000,28.3353
7636,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.9358_2865.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-1.9498_2865.jpg,0.0000,29.0213
7637,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-1.9962_2866.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.0106_2866.jpg,0.0000,29.7110
7638,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.0616_2867.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.0743_2867.jpg,0.0000,30.4503
7639,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.1232_2868.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.1388_2868.jpg,4.8283,31.1426
7640,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.1807_2869.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.1937_2869.jpg,9.1504,31.7331
7641,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.2450_2870.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.2600_2870.jpg,13.5554,32.1961
7642,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.3097_2871.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.3220_2871.jpg,18.4217,32.6620
7643,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.3689_2872.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.3818_2872.jpg,22.9511,33.0199
7644,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.4238_2873.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.4398_2873.jpg,18.5583,33.5594
7645,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.4856_2874.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.5006_2874.jpg,14.1193,34.2509
7646,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.5483_2875.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.5608_2875.jpg,9.3000,35.0113
7647,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.6094_2876.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.6219_2876.jpg,4.9303,35.6534
7648,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.6677_2877.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.6807_2877.jpg,0.4587,36.1244
7649,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.7267_2878.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.7427_2878.jpg,0.0000,36.7542
7650,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.7864_2879.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.8047_2879.jpg,0.0000,37.4745
7651,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.8525_2880.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.8696_2880.jpg,0.0000,38.1189
7652,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.9124_2881.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.9284_2881.jpg,0.0000,38.7935
7653,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-2.9763_2882.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-2.9919_2882.jpg,4.4926,39.3966
7654,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.0474_2883.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.0606_2883.jpg,9.9866,40.0607
7655,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.1100_2884.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.1244_2884.jpg,14.4183,40.5526
7656,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.1735_2885.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.1865_2885.jpg,9.5824,41.2172
7657,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.2448_2886.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.2622_2886.jpg,4.2598,41.9373
7658,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.3118_2887.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.3268_2887.jpg,0.0000,42.6674
7659,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.3792_2888.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.3928_2888.jpg,0.0000,43.3577
7660,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.4388_2889.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.4548_2889.jpg,0.0000,44.0342
7661,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.5083_2890.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.5262_2890.jpg,5.0031,44.7051
7662,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.5808_2891.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.5958_2891.jpg,10.3078,45.3611
7663,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.6440_2892.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.6590_2892.jpg,15.1777,45.8963
7664,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.7064_2893.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.7223_2893.jpg,10.3563,46.6551
7665,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.7760_2894.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.7888_2894.jpg,5.2447,47.3772
7666,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.8389_2895.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.8549_2895.jpg,0.4518,47.4814
7667,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.9113_2896.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.9268_2896.jpg,0.0000,47.5477
7668,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-3.9762_2897.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-3.9914_2897.jpg,0.0000,47.8577
7669,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-4.0529_2898.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-4.0689_2898.jpg,5.6427,48.1559
7670,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-4.1227_2899.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-4.1397_2899.jpg,11.2031,47.6810
7671,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-4.1869_2900.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-4.2038_2900.jpg,15.8594,47.2181
7672,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-4.2556_2901.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-4.2766_2901.jpg,10.6650,46.8518
7673,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-4.3409_2902.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-4.3528_2902.jpg,4.6822,46.4861
7674,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-4.4040_2903.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-4.4180_2903.jpg,0.0000,46.1218
7675,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-4.4687_2904.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-4.4836_2904.jpg,0.0000,45.8229
7676,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-4.5462_2905.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-4.5628_2905.jpg,0.0000,45.4647
7677,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-4.6139_2906.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-4.6267_2906.jpg,5.5252,45.1117
7678,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-4.6957_2907.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-4.7107_2907.jpg,0.4859,44.8144
7679,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-4.7666_2908.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-4.7798_2908.jpg,0.0000,44.4285
7680,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-4.8278_2909.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-4.8443_2909.jpg,0.0000,44.1608
7681,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-4.8960_2910.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-4.9120_2910.jpg,0.0000,43.8522
7682,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-4.9611_2911.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-4.9781_2911.jpg,0.0000,43.5687
7683,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-5.0308_2912.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-5.0448_2912.jpg,0.0000,43.2877
7684,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-5.0921_2913.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-5.1091_2913.jpg,0.0000,43.0088
